neighbourhood,zone,name,address,sections1,sections2
"JARDIM DAS OLIVEIRAS","352a. ZE - SÃO PAULO - ITAIM PAULISTA","EE. ANTONIO JOSÉ DE SUCRE (OLIVEIRAS II)","RUA VALDOMIRO GONZAGA DA SILVA, 809","362ª; 371ª; 408ª; 422ª; 431ª; 443ª; 458ª; 474ª; 560ª; 572ª; 590ª; ",""
"JARDIM DAS OLIVEIRAS","352a. ZE - SÃO PAULO - ITAIM PAULISTA","EE. DR. LAURO CELIDÔNIO GOMES DOS REIS","RUA JOÃO BATISTA DE GODOY, 1000","317ª; 334ª; 338ª; 345ª; 352ª; 364ª; 381ª; 394ª; 407ª; 488ª; ","488ª; "
"JARDIM DAS OLIVEIRAS","352a. ZE - SÃO PAULO - ITAIM PAULISTA","EE. PROF. JOÃO PRADO MARGARIDO","RUA CARMINE MONETTI, 81","245ª; 248ª; 250ª; 257ª; 267ª; 279ª; Da 288ª à 289ª; 294ª; 296ª; 303ª; 324ª; 476ª; 537ª; 552ª; ","476ª; "
"JARDIM DAS PALMAS","408a. ZE - SÃO PAULO - JARDIM SÃO LUÍS","EE. PROFA. NEYDE APPARECIDA SOLLITTO","RUA JOSÉ MARIA PINTO ZILLI, 696","Da 16ª à 35ª; 267ª; ","267ª; "
"JARDIM DAS ROSAS(ZONA SUL)","373a. ZE - SÃO PAULO - CAPÃO REDONDO","EE. PROFESSOR JOSÉ JOAQUIM CARDOSO DE MELLO NETO","RUA TEIXEIRA LOPES, 95","Da 224ª à 229ª; 256ª; 266ª; 269ª; 292ª; 303ª; 320ª; 613ª; ","613ª; "
"JARDIM DAS ROSAS(ZONA SUL)","373a. ZE - SÃO PAULO - CAPÃO REDONDO","EE. PROFESSOR TENENTE ARISTON DE OLIVEIRA","RUA JOÃO DA CRUZ E SOUSA, 444","546ª; 554ª; 559ª; 563ª; 569ª; 573ª; 578ª; 581ª; 628ª; 645ª; 650ª; 662ª; 678ª; 694ª; ","628ª; "
"JARDIM DO RUSSO","389a. ZE - SÃO PAULO - PERUS","EMEF. FERNANDO GRACIOSO","RUA SILVEIRÂNIA, S/N.","Da 191ª à 193ª; 252ª; 280ª; 297ª; 312ª; 328ª; 351ª; 368ª; 376ª; 407ª; 446ª; ","328ª; "
"JARDIM DO TIRO","376a. ZE - SÃO PAULO - BRASILÂNDIA","EE. PROFESSOR JAIR TOLEDO XAVIER","RUA JOAQUIM DE ALMEIDA MORAIS, S/N","279ª; 288ª; 295ª; 300ª; 307ª; 315ª; 324ª; 331ª; 345ª; 351ª; 356ª; 423ª; 441ª; 463ª; 480ª; 500ª; 547ª; ","547ª; "
"JARDIM DOM JOSE","20a. ZE - SÃO PAULO - VALO VELHO","EMEF. THEODOMIRO MONTEIRO DO AMARAL","RUA ACARIRANA, 51","Da 202ª à 213ª; 378ª; 398ª; 400ª; ","202ª; 203ª; 204ª; 205ª; 206ª; 207ª; 208ª; 209ª; 210ª; 211ª; 212ª; 213ª; 378ª; 398ª; "
"JARDIM DONA LEONOR MENDES DE BARROS","256a. ZE - SÃO PAULO - TUCURUVI","EE. DR. ALBERTO CARDOSO DE MELLO NETO","AV. PROFA. VIRGÍLIA RODRIGUES ALVES DE CARVALHO PINTO, 633","Da 118ª à 137ª.",""
"JARDIM DONA LEONOR MENDES DE BARROS","256a. ZE - SÃO PAULO - TUCURUVI","EE. PROF. RAFAEL DE MORAES LIMA","RUA LAVÍNIA PACHECO E SILVA, S/N","Da 99ª à 117ª.","99ª; 108ª; "
"JARDIM DOS ALAMOS","381a. ZE - SÃO PAULO - PARELHEIROS","EE. DOUTOR MARIO LOPES LEÃO","RUA JOSÉ MENDES NETTO, 57","Da 52ª à 61ª; 339ª; 367ª; ",""
"JARDIM DOS BICHINHOS","280a. ZE - SÃO PAULO - CAPELA DO SOCORRO","EE. PROF. ADOLFO CASAIS MONTEIRO","AVENIDA MANUEL ALVES SOARES, 659","679ª; 682ª; Da 684ª à 685ª; 688ª; 690ª; Da 692ª à 693ª; 695ª; Da 697ª à 698ª; Da 700ª à 701ª; 703ª; 712ª; 858ª; ","712ª; "
"JARDIM DOS ESTADOS","246a. ZE - SÃO PAULO - SANTO AMARO","COLÉGIO WALDORF RUDOLF STEINER","RUA JOB LANE, 900","264ª; 268ª; 296ª; 307ª; 313ª; 327ª; 331ª; ","264ª; "
"JARDIM DOS FRANCOS","376a. ZE - SÃO PAULO - BRASILÂNDIA","EE. PROFESSOR FLAMÍNIO FAVERO","AVENIDA GENERAL PENHA BRASIL, 3001","250ª; Da 252ª à 254ª; 260ª; 263ª; 266ª; 271ª; Da 276ª à 277ª; 282ª; 289ª; 291ª; 297ª; 299ª; ",""
"JARDIM DOS FRANCOS","376a. ZE - SÃO PAULO - BRASILÂNDIA","EMEF. PROFESSOR PRIMO PASCOLI MELARE","AVENIDA INAJAR DE SOUZA, 6975","338ª; 349ª; 389ª; 444ª; 493ª; 527ª; 594ª; 640ª; ","349ª; "
"JARDIM DOS IPES","397a. ZE - SÃO PAULO - JARDIM HELENA","EE. MARCELO TULMAN NETO","RUA BELADONA, S/N","Da 92ª à 97ª; 287ª; 300ª; 325ª; 356ª; 365ª; 386ª; ","325ª; "
"JARDIM DOS IPES","397a. ZE - SÃO PAULO - JARDIM HELENA","EE. PROF. ADOLPHO PLUSKAT","RUA CAFÉ DO BRASIL, 300 A","Da 128ª à 145ª; 346ª; ","346ª; "
"JARDIM DOS IPES","397a. ZE - SÃO PAULO - JARDIM HELENA","EMEF. JOSÉ HONÓRIO RODRIGUES","RUA DO POMBO-CORREIO, S/N","Da 227ª à 229ª; 279ª; 313ª; 341ª; 379ª; ","313ª; "
"JARDIM DOS MANACAS","371a. ZE - SÃO PAULO - GRAJAÚ","EE. AFRÂNIO DE OLIVEIRA","RUA GIUSEPPE TARTINI, 818","432ª; 455ª; 472ª; 482ª; 510ª; 521ª; 531ª; 539ª; 552ª; 557ª; 562ª; 569ª; 577ª; 588ª; 596ª; ","432ª; 455ª; "
"JARDIM DOS MANACAS","371a. ZE - SÃO PAULO - GRAJAÚ","EE. PROFA. NEIVA DE LOURDES ANDRADE","RUA GIUSEPPE TARTINI, 818","606ª; 613ª; 623ª; 635ª; 643ª; 658ª; 668ª; 675ª; 693ª; 703ª; 713ª; 722ª; ","693ª; "
"JARDIM DOS PRADOS","246a. ZE - SÃO PAULO - SANTO AMARO","EE. PROF. ISALTINO DE MELLO","RUA TONINHAS, 73","266ª; 277ª; 282ª; 290ª; 297ª; 300ª; 306ª; 309ª; 312ª; 319ª; 323ª; 328ª; ","266ª; "
"JARDIM DRACENA","346a. ZE - SÃO PAULO - BUTANTÃ","EMEI. FERNANDO PESSOA","RUA BARTOLOMEO BON, 105","539ª; 552ª; 570ª; 630ª; 641ª; ","539ª; "
"JARDIM DUPRAT","408a. ZE - SÃO PAULO - JARDIM SÃO LUÍS","EMEF. PROF. LORENÇO MANOEL SPARAPAN","RUA HOLDA BOTTO MALANCONI, 431","233ª; 244ª; 249ª; 255ª; 259ª; 271ª; 278ª; 289ª; 300ª; ","300ª; "
"JARDIM EDDA","371a. ZE - SÃO PAULO - GRAJAÚ","EE. PROFA. ESTHER GARCIA","AV. ANTÔNIO CARLOS BENJAMIN DOS SANTOS, 858","Da 219ª à 228ª; 247ª; 253ª; 268ª; Da 283ª à 284ª; ","223ª; "
"JARDIM EDI","371a. ZE - SÃO PAULO - GRAJAÚ","EMEI. MAL.OSVALDO CORDEIRO DE FARIAS","RUA HENRY ARTHUR JONES, 10","605ª; 607ª; 627ª; 646ª; 656ª; 682ª; 712ª; ","607ª; "
"JARDIM EDITH","280a. ZE - SÃO PAULO - CAPELA DO SOCORRO","EMEI. ÂNGELO KRETÃ","RUA NOVA DELHI, 560","856ª; 870ª; 876ª; 880ª; 889ª; ","880ª; "
"JARDIM ELEDY","328a. ZE - SÃO PAULO - CAMPO LIMPO","CÉU - CANTOS DO AMANHECER","AVENIDA CANTOS DO AMANHECER, S/N","898ª.",""
"JARDIM ELIANA","371a. ZE - SÃO PAULO - GRAJAÚ","EE. PROFA. MARIA LUIZA DE ANDRADE MARTINS ROQUE","RUA MARCELINO NOGUEIRA JÚNIOR, 117","260ª; 267ª; 272ª; Da 279ª à 281ª; 291ª; 294ª; 297ª; 303ª; 308ª; 311ª; 316ª; Da 319ª à 320ª; 734ª; 745ª; 754ª; 760ª; 767ª; 773ª; ","734ª; "
